ID,Case Number,Date,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,FBI Code,X Coordinate,Y Coordinate,Year,Updated On,Latitude,Longitude,Location
19978,HT410365,7/22/11,032XX W PETERSON AVE,110,HOMICIDE,FIRST DEGREE MURDER,PARK PROPERTY,TRUE,FALSE,1711,17,39,13,01A,1153799,1939701,2011,8/17/15 15:03,41.99037786,-87.70965726,"(41.990377864, -87.709657259)"
19977,HT400981,7/21/11,070XX S EGGLESTON AVE,110,HOMICIDE,FIRST DEGREE MURDER,STREET,TRUE,FALSE,732,7,6,68,01A,1174499,1858164,2011,8/17/15 15:03,41.76619634,-87.63595559,"(41.766196339, -87.635955586)"
19976,HT405253,7/19/11,070XX S PARNELL AVE,110,HOMICIDE,FIRST DEGREE MURDER,STREET,FALSE,FALSE,732,7,6,68,01A,1173835,1858293,2011,8/17/15 15:03,41.76656508,-87.63838556,"(41.766565077, -87.638385555)"
19975,HT405221,7/19/11,031XX W 84TH PL,110,HOMICIDE,FIRST DEGREE MURDER,AUTO,FALSE,FALSE,835,8,18,70,01A,1157050,1848406,2011,8/17/15 15:03,41.73978926,-87.70017599,"(41.739789256, -87.700175993)"
19974,HT401066,7/18/11,060XX S PRAIRIE AVE,110,HOMICIDE,FIRST DEGREE MURDER,STREET,FALSE,FALSE,311,3,20,40,01A,1179075,1865009,2011,8/17/15 15:03,41.78487669,-87.61897461,"(41.784876685, -87.618974609)"
19973,HT400684,7/16/11,052XX S DR MARTIN LUTHER KING JR DR,110,HOMICIDE,FIRST DEGREE MURDER,AUTO,TRUE,FALSE,234,2,4,40,01A,1179816,1870298,2011,8/17/15 15:03,41.79937327,-87.61609603,"(41.799373265, -87.61609603)"
19972,HT400137,7/16/11,011XX E 47TH ST,110,HOMICIDE,FIRST DEGREE MURDER,STREET,FALSE,FALSE,2124,2,4,39,01A,1184702,1874076,2011,8/17/15 15:03,41.80962711,-87.59805953,"(41.809627111, -87.598059531)"
19971,HT399475,7/16/11,036XX W CHICAGO AVE,110,HOMICIDE,FIRST DEGREE MURDER,STREET,FALSE,FALSE,1112,11,27,23,01A,1151769,1905091,2011,8/17/15 15:03,41.89544569,-87.71803787,"(41.895445687, -87.718037872)"
19970,HT398753,7/15/11,079XX S ESSEX AVE,110,HOMICIDE,FIRST DEGREE MURDER,STREET,TRUE,FALSE,422,4,7,46,01A,1194233,1852884,2011,8/17/15 15:03,41.7512458,-87.56379764,"(41.751245796, -87.563797643)"
19969,HT397884,7/15/11,016XX W 91ST ST,110,HOMICIDE,FIRST DEGREE MURDER,AUTO,FALSE,FALSE,2221,22,21,73,01A,1166850,1844345,2011,8/17/15 15:03,41.7284418,-87.6643857,"(41.728441802, -87.664385704)"
19966,HT397655,7/15/11,057XX S EMERALD AVE,110,HOMICIDE,FIRST DEGREE MURDER,STREET,FALSE,FALSE,711,7,20,68,01A,1172283,1866797,2011,8/17/15 15:03,41.78993531,-87.64382428,"(41.789935306, -87.643824279)"
19968,HT397607,7/14/11,066XX S SEELEY AVE,110,HOMICIDE,FIRST DEGREE MURDER,STREET,FALSE,FALSE,726,7,15,67,01A,1163840,1860612,2011,8/17/15 15:03,41.77314449,-87.67495603,"(41.773144493, -87.674956028)"
19967,HT397255,7/14/11,063XX S LAFLIN ST,110,HOMICIDE,FIRST DEGREE MURDER,ABANDONED BUILDING,TRUE,FALSE,725,7,16,67,01A,1167426,1862597,2011,8/17/15 15:03,41.7785155,-87.66175378,"(41.778515501, -87.661753782)"
19963,HT394384,7/13/11,051XX S PRINCETON AVE,110,HOMICIDE,FIRST DEGREE MURDER,STREET,FALSE,FALSE,934,9,3,37,01A,1175163,1870692,2011,8/17/15 15:03,41.80055971,-87.63314787,"(41.800559712, -87.63314787)"
19960,HT393919,7/12/11,119XX S NORMAL AVE,110,HOMICIDE,FIRST DEGREE MURDER,STREET,TRUE,FALSE,522,5,34,53,01A,1175118,1825628,2011,8/17/15 15:03,41.6768993,-87.63465459,"(41.6768993, -87.634654594)"
19962,HT394073,7/12/11,000XX E 43RD ST,110,HOMICIDE,FIRST DEGREE MURDER,STREET,TRUE,FALSE,221,2,3,38,01A,1177637,1876531,2011,8/17/15 15:03,41.81652679,-87.62389822,"(41.81652679, -87.623898223)"
19957,HT392319,7/12/11,078XX S SOUTH SHORE DR,110,HOMICIDE,FIRST DEGREE MURDER,STREET,FALSE,FALSE,421,4,7,43,01A,1197898,1853963,2011,8/17/15 15:03,41.75411591,-87.55033154,"(41.754115911, -87.55033154)"
19961,HT381315,7/12/11,034XX W CHICAGO AVE,110,HOMICIDE,FIRST DEGREE MURDER,PARKING LOT,FALSE,FALSE,1121,11,27,23,01A,1153483,1905125,2011,8/17/15 15:03,41.89550508,-87.71174182,"(41.895505083, -87.71174182)"
19959,HT391457,7/12/11,020XX W MARQUETTE RD,110,HOMICIDE,FIRST DEGREE MURDER,STREET,FALSE,FALSE,726,7,15,67,01A,1164016,1860222,2011,8/17/15 15:03,41.77207058,-87.67432181,"(41.772070581, -87.674321807)"
19958,HT392495,7/11/11,090XX S MARSHFIELD AVE,110,HOMICIDE,FIRST DEGREE MURDER,PORCH,FALSE,FALSE,2221,22,21,73,01A,1166929,1844653,2011,8/17/15 15:03,41.72928532,-87.66408754,"(41.729285315, -87.664087537)"
19956,HT389841,7/10/11,029XX E 132ND ST,110,HOMICIDE,FIRST DEGREE MURDER,AUTO,TRUE,FALSE,433,4,10,55,01A,1197899,1818032,2011,8/17/15 15:03,41.65551786,-87.55152328,"(41.655517864, -87.551523275)"
19955,HT389395,7/10/11,012XX W 64TH ST,110,HOMICIDE,FIRST DEGREE MURDER,PARK PROPERTY,FALSE,FALSE,724,7,16,67,01A,1168990,1862337,2011,8/17/15 15:03,41.77776837,-87.65602757,"(41.777768368, -87.656027569)"
19954,HT389101,7/10/11,014XX S MILLARD AVE,110,HOMICIDE,FIRST DEGREE MURDER,STREET,FALSE,FALSE,1011,10,24,29,01A,1152274,1892860,2011,8/17/15 15:03,41.86187256,-87.71650597,"(41.86187256, -87.716505967)"
19953,HT387869,7/9/11,086XX S LAFLIN ST,110,HOMICIDE,FIRST DEGREE MURDER,YARD,FALSE,FALSE,614,6,21,71,01A,1167840,1847514,2011,8/17/15 15:03,41.73711683,-87.66066839,"(41.737116833, -87.660668393)"
19952,HT387816,7/9/11,069XX S STEWART AVE,110,HOMICIDE,FIRST DEGREE MURDER,AUTO,FALSE,FALSE,731,7,6,68,01A,1174825,1858898,2011,8/17/15 15:03,41.76820326,-87.63473883,"(41.76820326, -87.634738833)"
19951,HT387816,7/9/11,069XX S STEWART AVE,110,HOMICIDE,FIRST DEGREE MURDER,AUTO,FALSE,FALSE,731,7,6,68,01A,1174825,1858898,2011,8/17/15 15:03,41.76820326,-87.63473883,"(41.76820326, -87.634738833)"
19950,HT383639,7/8/11,061XX S NORMAL BLVD,110,HOMICIDE,FIRST DEGREE MURDER,STREET,TRUE,FALSE,711,7,20,68,01A,1174009,1864387,2011,8/17/15 15:03,41.78328385,-87.63756707,"(41.783283846, -87.637567068)"
19949,HT380696,7/7/11,008XX N SACRAMENTO BLVD,110,HOMICIDE,FIRST DEGREE MURDER,STREET,FALSE,FALSE,1311,12,26,23,01A,1156063,1905716,2011,8/17/15 15:03,41.89707516,-87.70225008,"(41.897075159, -87.702250084)"
19947,HT380212,7/4/11,107XX S WENTWORTH AVE,110,HOMICIDE,FIRST DEGREE MURDER,HOUSE,TRUE,FALSE,513,5,34,49,01A,1176847,1833874,2011,8/17/15 15:03,41.69948891,-87.62807889,"(41.69948891, -87.628078891)"
19946,HT378694,7/3/11,019XX W 64TH ST,110,HOMICIDE,FIRST DEGREE MURDER,AUTO,FALSE,FALSE,726,7,15,67,01A,1164702,1862225,2011,8/17/15 15:03,41.77755263,-87.67175065,"(41.777552628, -87.671750649)"
20124,HL290758,7/2/11,057XX S BISHOP ST,110,HOMICIDE,FIRST DEGREE MURDER,PORCH,TRUE,FALSE,713,7,16,67,01A,1167645,1866690,2011,8/17/15 15:03,41.7897425,-87.66083355,"(41.789742498, -87.660833554)"
19945,HT376457,7/2/11,030XX S KARLOV AVE,110,HOMICIDE,FIRST DEGREE MURDER,STREET,FALSE,FALSE,1031,10,22,30,01A,1149530,1884087,2011,8/17/15 15:03,41.837852,-87.72680629,"(41.837851998, -87.726806285)"
19944,HT376320,7/2/11,085XX S GIVINS CT,110,HOMICIDE,FIRST DEGREE MURDER,AUTO,FALSE,FALSE,622,6,21,71,01A,1172711,1848282,2011,8/17/15 15:03,41.73911847,-87.64279994,"(41.739118468, -87.642799939)"
19943,HT375982,7/2/11,013XX W HASTINGS ST,110,HOMICIDE,FIRST DEGREE MURDER,CHA PARKING LOT,TRUE,FALSE,1231,12,2,28,01A,1167739,1893853,2011,8/17/15 15:03,41.86427851,-87.65970794,"(41.864278508, -87.659707941)"
19942,HT375188,7/1/11,013XX S INDEPENDENCE BLVD,110,HOMICIDE,FIRST DEGREE MURDER,AUTO,TRUE,FALSE,1011,10,24,29,01A,1151303,1893651,2011,8/17/15 15:03,41.86406225,-87.72004963,"(41.864062245, -87.720049633)"
19941,HT373265,6/30/11,040XX W MONROE ST,110,HOMICIDE,FIRST DEGREE MURDER,GANGWAY,FALSE,FALSE,1115,11,28,26,01A,1149451,1899354,2011,8/17/15 15:03,41.87974804,-87.72670035,"(41.87974804, -87.726700354)"
19939,HT372628,6/30/11,037XX S ALBANY AVE,110,HOMICIDE,FIRST DEGREE MURDER,ALLEY,FALSE,FALSE,913,9,12,58,01A,1156318,1879505,2011,8/17/15 15:03,41.8251442,-87.70202139,"(41.825144197, -87.702021394)"
19938,HT369456,6/28/11,107XX S MICHIGAN AVE,110,HOMICIDE,FIRST DEGREE MURDER,STREET,FALSE,FALSE,513,5,9,49,01A,1178803,1833862,2011,8/17/15 15:03,41.6994118,-87.62091728,"(41.699411804, -87.620917276)"
19936,HT367559,6/27/11,042XX S CALUMET AVE,110,HOMICIDE,FIRST DEGREE MURDER,HOUSE,TRUE,FALSE,213,2,3,38,01A,1179140,1876926,2011,8/17/15 15:03,41.81757652,-87.61837286,"(41.817576519, -87.618372864)"
19937,HT368913,6/27/11,054XX S HOYNE AVE,110,HOMICIDE,FIRST DEGREE MURDER,STREET,TRUE,FALSE,915,9,16,61,01A,1163280,1868754,2011,8/17/15 15:03,41.79549896,-87.67678096,"(41.795498956, -87.676780956)"
19935,HT365883,6/26/11,062XX S LAFLIN ST,110,HOMICIDE,FIRST DEGREE MURDER,STREET,FALSE,FALSE,713,7,16,67,01A,1167404,1863327,2011,8/17/15 15:03,41.78051918,-87.66181354,"(41.780519184, -87.661813536)"
19934,HT322195,6/24/11,007XX N PINE AVE,110,HOMICIDE,FIRST DEGREE MURDER,AUTO,TRUE,FALSE,1524,15,37,25,01A,1139394,1904267,2011,8/17/15 15:03,41.89341907,-87.76350896,"(41.893419066, -87.763508955)"
19933,HT362796,6/23/11,014XX W 73RD ST,110,HOMICIDE,FIRST DEGREE MURDER,STREET,FALSE,FALSE,734,7,17,67,01A,1168000,1856339,2011,8/17/15 15:03,41.76133042,-87.65982912,"(41.761330424, -87.659829116)"
19932,HT361674,6/23/11,028XX S KOLIN AVE,110,HOMICIDE,FIRST DEGREE MURDER,STREET,FALSE,FALSE,1031,10,22,30,01A,1147855,1884707,2011,8/17/15 15:03,41.83958565,-87.73293679,"(41.839585654, -87.732936793)"
19931,HT361310,6/23/11,033XX W 27TH ST,110,HOMICIDE,FIRST DEGREE MURDER,STREET,TRUE,FALSE,1032,10,22,30,01A,1154374,1885865,2011,8/17/15 15:03,41.84263581,-87.70898386,"(41.842635808, -87.708983864)"
19930,HT360630,6/22/11,061XX S SACRAMENTO AVE,110,HOMICIDE,FIRST DEGREE MURDER,STREET,TRUE,FALSE,823,8,15,66,01A,1157438,1863678,2011,8/17/15 15:03,41.78169014,-87.69834137,"(41.781690138, -87.698341367)"
19929,HT357757,6/21/11,031XX S GREEN ST,110,HOMICIDE,FIRST DEGREE MURDER,STREET,FALSE,FALSE,924,9,11,60,01A,1171208,1884146,2011,8/17/15 15:03,41.8375663,-87.64725811,"(41.837566298, -87.647258109)"
19928,HT354853,6/19/11,057XX W POTOMAC AVE,110,HOMICIDE,FIRST DEGREE MURDER,STREET,TRUE,FALSE,2531,25,29,25,01A,1138024,1908082,2011,8/17/15 15:03,41.90391275,-87.7684483,"(41.903912753, -87.7684483)"
19927,HT354290,6/18/11,011XX W GARFIELD BLVD,110,HOMICIDE,FIRST DEGREE MURDER,RETAIL STORE,FALSE,FALSE,712,7,16,68,01A,1169495,1868187,2011,8/17/15 15:03,41.79381053,-87.65400679,"(41.793810528, -87.654006786)"
19926,HT351126,6/16/11,020XX S CANALPORT AVE,110,HOMICIDE,FIRST DEGREE MURDER,STREET,TRUE,FALSE,1233,12,25,31,01A,1171061,1890207,2011,8/17/15 15:03,41.85420142,-87.64761994,"(41.85420142, -87.647619935)"
19925,HT347874,6/15/11,004XX W 110TH ST,110,HOMICIDE,FIRST DEGREE MURDER,HOUSE,FALSE,FALSE,2233,22,34,49,01A,1175164,1831960,2011,8/17/15 15:03,41.69427426,-87.63429816,"(41.694274262, -87.63429816)"
19924,HT347071,6/14/11,008XX S PULASKI RD,110,HOMICIDE,FIRST DEGREE MURDER,STREET,TRUE,FALSE,1132,11,24,26,01A,1149849,1895909,2011,8/17/15 15:03,41.87028684,-87.72532855,"(41.87028684, -87.725328548)"
19923,HT345864,6/13/11,043XX W HIRSCH ST,110,HOMICIDE,FIRST DEGREE MURDER,YARD,TRUE,FALSE,2534,25,37,23,01A,1147349,1908965,2011,8/17/15 15:03,41.90616219,-87.73417224,"(41.906162186, -87.734172242)"
19922,HT345760,6/13/11,053XX S WOOD ST,110,HOMICIDE,FIRST DEGREE MURDER,STREET,FALSE,FALSE,932,9,16,61,01A,1165252,1869382,2011,8/17/15 15:03,41.79718071,-87.66953177,"(41.797180707, -87.66953177)"
19919,HT342775,6/11/11,042XX W POTOMAC AVE,110,HOMICIDE,FIRST DEGREE MURDER,STREET,FALSE,FALSE,2534,25,37,23,01A,1147818,1908319,2011,8/17/15 15:03,41.90438049,-87.73246604,"(41.904380494, -87.732466036)"
19918,HT341462,6/11/11,027XX W POLK ST,110,HOMICIDE,FIRST DEGREE MURDER,AUTO,FALSE,FALSE,1135,11,28,27,01A,1158185,1896257,2011,8/17/15 15:03,41.87107569,-87.6947148,"(41.871075686, -87.694714804)"
19917,HT341462,6/11/11,027XX W POLK ST,110,HOMICIDE,FIRST DEGREE MURDER,AUTO,FALSE,FALSE,1135,11,28,27,01A,1158185,1896257,2011,8/17/15 15:03,41.87107569,-87.6947148,"(41.871075686, -87.694714804)"
19921,HT341460,6/11/11,052XX S WOOD ST,110,HOMICIDE,FIRST DEGREE MURDER,STREET,FALSE,FALSE,932,9,16,61,01A,1165236,1869937,2011,8/17/15 15:03,41.79870403,-87.66957473,"(41.798704033, -87.669574729)"
19920,HT341170,6/11/11,014XX S TRUMBULL AVE,110,HOMICIDE,FIRST DEGREE MURDER,STREET,TRUE,FALSE,1021,10,24,29,01A,1153600,1892913,2011,8/17/15 15:03,41.86199175,-87.711637,"(41.861991752, -87.711636999)"
19916,HT341173,6/10/11,003XX S KILPATRICK AVE,110,HOMICIDE,FIRST DEGREE MURDER,STREET,FALSE,FALSE,1131,11,24,25,01A,1145109,1898064,2011,8/17/15 15:03,41.87629124,-87.74267634,"(41.876291236, -87.742676339)"
19915,HT340182,6/10/11,036XX W OHIO ST,110,HOMICIDE,FIRST DEGREE MURDER,STREET,TRUE,FALSE,1122,11,27,23,01A,1151824,1903752,2011,8/17/15 15:03,41.89177025,-87.71787115,"(41.891770253, -87.717871145)"
19914,HT339411,6/9/11,020XX E 71ST ST,110,HOMICIDE,FIRST DEGREE MURDER,STREET,FALSE,FALSE,331,3,5,43,01A,1190984,1858323,2011,8/17/15 15:03,41.76624999,-87.57552784,"(41.766249991, -87.575527839)"
19913,HT337165,6/9/11,034XX W 79TH ST,110,HOMICIDE,FIRST DEGREE MURDER,STREET,TRUE,FALSE,834,8,18,70,01A,1154603,1851976,2011,8/17/15 15:03,41.74963499,-87.70904665,"(41.749634988, -87.709046647)"
19912,HT336027,6/7/11,066XX S STONY ISLAND AVE,110,HOMICIDE,FIRST DEGREE MURDER,GAS STATION,TRUE,FALSE,321,3,5,42,01A,1188012,1861466,2011,8/17/15 15:03,41.77494599,-87.58632106,"(41.774945985, -87.586321063)"
19910,HT333114,6/6/11,024XX E 75TH ST,110,HOMICIDE,FIRST DEGREE MURDER,STREET,FALSE,FALSE,421,4,7,43,01A,1193740,1855705,2011,8/17/15 15:03,41.75899893,-87.56551195,"(41.758998928, -87.56551195)"
19911,HT333592,6/6/11,007XX S PULASKI RD,110,HOMICIDE,FIRST DEGREE MURDER,STREET,FALSE,FALSE,1132,11,24,26,01A,1149837,1896283,2011,8/17/15 15:03,41.87131337,-87.72536288,"(41.871313372, -87.725362879)"
19909,HT333339,6/6/11,037XX N KILPATRICK AVE,110,HOMICIDE,FIRST DEGREE MURDER,APARTMENT,TRUE,TRUE,1731,17,38,15,01A,1144397,1924614,2011,8/17/15 15:03,41.94916065,-87.74462148,"(41.949160645, -87.744621475)"
19908,HT332755,6/6/11,057XX W IRVING PARK RD,110,HOMICIDE,FIRST DEGREE MURDER,STREET,TRUE,TRUE,1633,16,38,15,01A,1137480,1926018,2011,8/17/15 15:03,41.95314092,-87.77001373,"(41.953140919, -87.770013728)"
19907,HT332736,6/6/11,056XX S MAY ST,110,HOMICIDE,FIRST DEGREE MURDER,ALLEY,FALSE,FALSE,712,7,16,68,01A,1169614,1867393,2011,8/17/15 15:03,41.79162912,-87.65359344,"(41.79162912, -87.653593442)"
19906,HT332453,6/5/11,028XX W 71ST ST,110,HOMICIDE,FIRST DEGREE MURDER,GAS STATION DRIVE/PROP.,FALSE,FALSE,831,8,18,66,01A,1158812,1857435,2011,8/17/15 15:03,41.76453048,-87.6934742,"(41.764530483, -87.693474202)"
19905,HT331248,6/5/11,028XX S HOMAN AVE,110,HOMICIDE,FIRST DEGREE MURDER,YARD,TRUE,FALSE,1032,10,22,30,01A,1154159,1884996,2011,8/17/15 15:03,41.84025545,-87.70979601,"(41.840255453, -87.709796014)"
19902,HT329479,6/4/11,039XX W VAN BUREN ST,110,HOMICIDE,FIRST DEGREE MURDER,STREET,FALSE,FALSE,1132,11,24,26,01A,1150245,1897735,2011,8/17/15 15:03,41.87528989,-87.72382709,"(41.875289885, -87.723827091)"
19900,HT329708,6/4/11,034XX W IRVING PARK RD,110,HOMICIDE,FIRST DEGREE MURDER,YARD,FALSE,FALSE,1723,17,33,16,01A,1152879,1926383,2011,8/17/15 15:03,41.9538508,-87.71339572,"(41.9538508, -87.713395717)"
19904,HT329811,6/4/11,064XX S BISHOP ST,110,HOMICIDE,FIRST DEGREE MURDER,STREET,FALSE,FALSE,725,7,17,67,01A,1167774,1861976,2011,8/17/15 15:03,41.77680393,-87.6604958,"(41.776803934, -87.660495804)"
19901,HT329725,6/4/11,007XX E 89TH ST,110,HOMICIDE,FIRST DEGREE MURDER,STREET,FALSE,FALSE,632,6,6,44,01A,1182785,1846129,2011,8/17/15 15:03,41.73298265,-87.60595761,"(41.732982648, -87.605957607)"
19903,HT329646,6/4/11,084XX S SEELEY AVE,110,HOMICIDE,FIRST DEGREE MURDER,PORCH,FALSE,FALSE,614,6,18,71,01A,1164159,1848739,2011,8/17/15 15:03,41.74055658,-87.67412015,"(41.740556578, -87.674120153)"
19898,HT327899,6/3/11,068XX S CRANDON AVE,110,HOMICIDE,FIRST DEGREE MURDER,STREET,FALSE,FALSE,331,3,5,43,01A,1192499,1860155,2011,8/17/15 15:03,41.77124038,-87.56991532,"(41.771240376, -87.569915317)"
19896,HT326121,6/2/11,056XX W WASHINGTON BLVD,110,HOMICIDE,FIRST DEGREE MURDER,STREET,TRUE,FALSE,1513,15,29,25,01A,1138461,1900176,2011,8/17/15 15:03,41.88220979,-87.76703474,"(41.882209791, -87.76703474)"
19897,HT326088,6/2/11,040XX S KEDZIE AVE,110,HOMICIDE,FIRST DEGREE MURDER,STREET,TRUE,FALSE,912,9,14,58,01A,1155677,1877516,2011,8/17/15 15:03,41.81969903,-87.70442648,"(41.819699028, -87.704426478)"
19895,HT324288,6/1/11,073XX S YALE AVE,110,HOMICIDE,FIRST DEGREE MURDER,APARTMENT,TRUE,TRUE,731,7,17,69,01A,1175894,1856270,2011,8/17/15 15:03,41.76096783,-87.63089913,"(41.760967834, -87.630899126)"
19893,HT323731,5/31/11,055XX S PRINCETON AVE,110,HOMICIDE,FIRST DEGREE MURDER,ALLEY,FALSE,FALSE,711,7,3,68,01A,1175231,1868146,2011,8/17/15 15:03,41.79357171,-87.63297457,"(41.793571713, -87.632974565)"
19892,HT322177,5/31/11,057XX S LAKE SHORE DR,110,HOMICIDE,FIRST DEGREE MURDER,PARK PROPERTY,FALSE,FALSE,331,3,5,41,01A,1189729,1867390,2011,8/17/15 15:03,41.79116079,-87.57983659,"(41.791160785, -87.579836586)"
19891,HT322419,5/31/11,013XX W 87TH ST,110,HOMICIDE,FIRST DEGREE MURDER,STREET,FALSE,FALSE,613,6,21,71,01A,1168737,1847068,2011,8/17/15 15:03,41.73587366,-87.65739488,"(41.735873659, -87.657394882)"
19890,HT322321,5/31/11,003XX E 60TH ST,110,HOMICIDE,FIRST DEGREE MURDER,STREET,TRUE,FALSE,234,2,20,40,01A,1179729,1865310,2011,8/17/15 15:03,41.78568772,-87.61656759,"(41.785687723, -87.616567588)"
19889,HT322239,5/31/11,079XX S ARTESIAN AVE,110,HOMICIDE,FIRST DEGREE MURDER,STREET,FALSE,FALSE,835,8,18,70,01A,1161424,1851962,2011,8/17/15 15:03,41.74945804,-87.68405187,"(41.749458042, -87.68405187)"
19887,HT322222,5/30/11,065XX S LOWE AVE,110,HOMICIDE,FIRST DEGREE MURDER,CHA APARTMENT,TRUE,FALSE,723,7,20,68,01A,1173163,1861518,2011,8/17/15 15:03,41.77542973,-87.64075349,"(41.775429728, -87.640753492)"
19888,HT322147,5/30/11,009XX W GARFIELD BLVD,110,HOMICIDE,FIRST DEGREE MURDER,AUTO,FALSE,FALSE,934,9,20,61,01A,1170881,1868361,2011,8/17/15 15:03,41.79425784,-87.64891935,"(41.794257836, -87.648919345)"
19886,HT321920,5/30/11,076XX S EBERHART AVE,110,HOMICIDE,FIRST DEGREE MURDER,STREET,TRUE,FALSE,624,6,6,69,01A,1180895,1854564,2011,8/17/15 15:03,41.75617287,-87.61262269,"(41.756172866, -87.612622686)"
20040,HS254127,5/29/11,062XX S ROCKWELL ST,110,HOMICIDE,FIRST DEGREE MURDER,APARTMENT,FALSE,FALSE,825,8,15,66,01A,1160113,1863142,2011,8/17/15 15:03,41.78016465,-87.68854884,"(41.780164653, -87.688548837)"
19885,HT315830,5/26/11,105XX S STATE ST,110,HOMICIDE,FIRST DEGREE MURDER,STREET,TRUE,FALSE,512,5,34,49,01A,1178119,1834990,2011,8/17/15 15:03,41.70252269,-87.62338772,"(41.702522694, -87.623387722)"
19884,HT314942,5/26/11,057XX S ADA ST,110,HOMICIDE,FIRST DEGREE MURDER,ALLEY,FALSE,FALSE,713,7,16,67,01A,1168306,1866755,2011,8/17/15 15:03,41.78990665,-87.65840799,"(41.789906652, -87.658407993)"
19883,HT311503,5/24/11,027XX N ALBANY AVE,110,HOMICIDE,FIRST DEGREE MURDER,ALLEY,FALSE,FALSE,1411,14,35,22,01A,1155237,1918049,2011,8/17/15 15:03,41.93093458,-87.704952,"(41.930934583, -87.704951995)"
19882,HT311295,5/23/11,106XX S CHAMPLAIN AVE,110,HOMICIDE,FIRST DEGREE MURDER,STREET,TRUE,FALSE,512,5,9,50,01A,1182491,1834522,2011,8/17/15 15:03,41.70113842,-87.60739319,"(41.701138424, -87.607393187)"
19881,HT309489,5/23/11,039XX W 14TH ST,110,HOMICIDE,FIRST DEGREE MURDER,YARD,FALSE,FALSE,1011,10,24,29,01A,1150450,1893091,2011,8/17/15 15:03,41.86254222,-87.7231956,"(41.862542217, -87.723195599)"
19880,HT309472,5/23/11,085XX S MUSKEGON AVE,110,HOMICIDE,FIRST DEGREE MURDER,STREET,FALSE,FALSE,423,4,10,46,01A,1196635,1848935,2011,8/17/15 15:03,41.74035015,-87.55512656,"(41.740350147, -87.555126561)"
19879,HT309082,5/22/11,009XX S PULASKI RD,110,HOMICIDE,FIRST DEGREE MURDER,STREET,FALSE,FALSE,1132,11,24,26,01A,1149858,1895644,2011,8/17/15 15:03,41.86955947,-87.7253024,"(41.869559474, -87.725302397)"
19878,HT306214,5/21/11,015XX N LEAMINGTON AVE,110,HOMICIDE,FIRST DEGREE MURDER,STREET,FALSE,FALSE,2533,25,37,25,01A,1141759,1909653,2011,8/17/15 15:03,41.90815544,-87.75468961,"(41.908155444, -87.754689609)"
19877,HT306130,5/20/11,116XX S HALSTED ST,110,HOMICIDE,FIRST DEGREE MURDER,STREET,TRUE,FALSE,524,5,34,53,01A,1173086,1827373,2011,8/17/15 15:03,41.68173284,-87.64204103,"(41.681732837, -87.642041028)"
19876,HT305737,5/20/11,047XX W VAN BUREN ST,110,HOMICIDE,FIRST DEGREE MURDER,STREET,TRUE,FALSE,1131,11,24,25,01A,1144856,1897606,2011,8/17/15 15:03,41.8750392,-87.74361684,"(41.875039202, -87.743616835)"
19875,HT305200,5/20/11,064XX S TALMAN AVE,110,HOMICIDE,FIRST DEGREE MURDER,YARD,FALSE,FALSE,825,8,15,66,01A,1159818,1861804,2011,8/17/15 15:03,41.77649906,-87.68966708,"(41.776499057, -87.689667076)"
19874,HT304047,5/20/11,073XX N PAULINA ST,110,HOMICIDE,FIRST DEGREE MURDER,PARK PROPERTY,FALSE,FALSE,2423,24,49,1,01A,1163842,1948835,2011,8/17/15 15:03,42.01523514,-87.67245765,"(42.015235142, -87.672457652)"
19872,HT303270,5/19/11,110XX S INDIANA AVE,110,HOMICIDE,FIRST DEGREE MURDER,STREET,FALSE,FALSE,513,5,9,49,01A,1179544,1831789,2011,8/17/15 15:03,41.69370635,-87.6182671,"(41.693706351, -87.618267095)"
19873,HT303390,5/19/11,030XX N CALIFORNIA AVE,110,HOMICIDE,FIRST DEGREE MURDER,STREET,TRUE,FALSE,1411,14,1,21,01A,1157178,1920279,2011,8/17/15 15:03,41.9370146,-87.69775844,"(41.937014603, -87.697758444)"
19871,HT302956,5/19/11,020XX E 93RD ST,110,HOMICIDE,FIRST DEGREE MURDER,STREET,FALSE,FALSE,413,4,8,48,01A,1191593,1843711,2011,8/17/15 15:03,41.72613863,-87.57376845,"(41.726138629, -87.573768445)"
19870,HT302630,5/19/11,072XX S CORNELL AVE,110,HOMICIDE,FIRST DEGREE MURDER,STREET,TRUE,FALSE,324,3,5,43,01A,1188486,1857378,2011,8/17/15 15:03,41.76371686,-87.58471391,"(41.763716858, -87.584713912)"
19869,HT301458,5/18/11,007XX N AVERS AVE,110,HOMICIDE,FIRST DEGREE MURDER,STREET,TRUE,FALSE,1112,11,27,23,01A,1150587,1904763,2011,8/17/15 15:03,41.8945688,-87.72238768,"(41.8945688, -87.722387684)"
19868,HT300657,5/17/11,063XX S MORGAN ST,110,HOMICIDE,FIRST DEGREE MURDER,PORCH,FALSE,FALSE,724,7,16,68,01A,1170732,1862806,2011,8/17/15 15:03,41.77901753,-87.6496277,"(41.779017533, -87.649627702)"
19866,HT293110,5/12/11,057XX S WINCHESTER AVE,110,HOMICIDE,FIRST DEGREE MURDER,APARTMENT,TRUE,TRUE,715,7,15,67,01A,1164337,1866596,2011,8/17/15 15:03,41.78955492,-87.67296568,"(41.789554916, -87.672965679)"
